sku,cost,name,fnsku,last-seen,Cost,Compare
amzn.gr.UD-3900H-so5ym-l3PxuHcSRa9qrY-LN,51.49,"Plugable USB 3.0 Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X003367C7N,2023-08-31T20:00:00-04:00,51.49,"{""sharedFormula"":""G898""}"
amzn.gr.USB2-MICRO-250X-Z3_jPPxs3ogQA-AC,0,,,2023-03-30T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-3900-Pe_2pMeqKR5GctoAtfH-VG,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports)",X003KHUV4V,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.USBC-6950UE-b0UJATTrF1K-REiH7-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003AY9B0T,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.USBC-TE1000-0EU6UBZTkKvTTjilr-AC,0,"Plugable USB C to Ethernet Adapter, Fast and Reliable Gigabit Speed, Thunderbolt 3 to Ethernet Adapter Compatible with MacBook Pro, Windows, macOS, and ChromeOS",X0037XC083,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
"amzn.gr.""TBT3-UDZ""-ozHJsAFWoebLadGUYG-VG",0,,,2022-10-13T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-CAM-ZHFruZnZCwBSDZQpvCnQkm-VG,0,"Plugable USB C Dock with 85W Charging Compatible with Thunderbolt 3 and USB-C MacBooks and Select Windows Laptops (HDMI up to 4K@30Hz, Ethernet, 4X USB 3.0 Ports, USB-C PD, Includes VESA Mount)",X003OBU4QX,2023-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.MDP-HDMI-WHxLyDIXEufjHti7oDx2-VG,0,Plugable Mini DisplayPort/Thunderbolt 2 to HDMI 2.0 Adapter for Older Macs and Surface PCs with MDP Ports,X003LBY7OL,2023-02-28T19:00:00-05:00,0,"{""sharedFormula"":""G898""}"
"amzn.gr.""TBT3-UDC3""-_d33hcetSgGZcq843-LN",0,,,2022-11-10T19:00:00-05:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.USBC-11IN1E-EAvieotxdJFp31ICL-AC,0,"Plugable 11-in-1 USB-C Hub, 100W USB-C Pass-Through, Laptop Docking Station Dual Monitor, 4K 60Hz HDMI, Compatible with Thunderbolt, Windows, Chromebooks, Displays Mirrored on Mac",X003X0KNJX,2023-08-03T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.&quot;USBC-6950U&quot;-CDTws3kzFHvHThIa-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003DF7SE1,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.USBC-768H4-kP0kywvkOhW_-lp1RV-VG,58.36,"Plugable 4 HDMI Multi Monitor Adapter, USB 3.0 or USB C to HDMI Adapter, Compatible with Windows and Mac, Quad Adapter Supports 1920x1080@60Hz",X003WFLC8F,2023-08-31T20:00:00-04:00,58.36,"{""sharedFormula"":""G898""}"
amzn.gr.UD-6950Z-61LBNjnjzBb24rVLUX1L-GD,69.94,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical Black",X003VPNX5L,2023-08-31T20:00:00-04:00,69.94,"{""sharedFormula"":""G898""}"
amzn.gr.TBT3-40G80CM-9BPt_u_H0wtEsa9P-LN,0,"Plugable Thunderbolt 3 Cable 40Gbps Supports 100W (20V, 5A) Charging, 2.6ft / 0.8m USB C Compatible [Thunderbolt 3 Certified]",X003LVCK81,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-3900Z-t1_JDICB6iRjLwze3L4N-LN,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003QZVCIV,2023-05-11T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-3900Z-Z1B5AokxJkMdWCi9eS-LN,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003H33DFR,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-CUBE-15W-1rqYntM4wXJm6MBL--AC,47.2,"Plugable Phone Cube Compatible with Samsung Galaxy Note 9, S9, S9 Plus, S8, S8 Plus, S10, Tab S5e - Driverless, Transforms Your USB C Phone to a Desktop with HDMI, USB and Ethernet",X003VF3L5N,2023-08-31T20:00:00-04:00,47.2,"{""sharedFormula"":""G898""}"
amzn.gr.UD-3900PDZ-_gLApDX6qoM2pnrh50-AC,0,"Plugable USB C Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003S2J5H7,2023-04-06T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-ULTC4K-SywGUDNL8D5cw0sdmUX-PO,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Charging, USB C Dock for Thunderbolt 3 / 4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003BOAYCR,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G898""}"
amzn.gr.UD-768PDZ-2L3C2ZS6EyhimPk5CEK-LN,0,"Plugable 13-in-1 USB-C Triple Monitor Docking Station with 100W Laptop Charging and 20W USB-C Charging - 3X HDMI Dock, Compatible with Windows, Mac with USB-C/Thunderbolt (Ethernet, 6X USB, SD Card)",X003U8UQB3,2023-08-10T20:00:00-04:00,0,
amzn.gr.UD-3900-9wb8fltj5oTYG99LDQe3O-LN,56.83,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) Black",X003L4Q5ED,2023-08-31T20:00:00-04:00,56.83,"{""sharedFormula"":""G962""}"
amzn.gr.USB4-HUB3A-HlHPmcAqafS1dfWyyZ-PO,0,"Plugable USB4 Hub, 5-in-1 Thunderbolt 4 Hub with 60W Charging, Single 8K or Dual 4K Display, Compatible with USB4 / Thunderbolt 4 / 3 Macs and USB4 / Thunderbolt 4 Windows (1x USB-C to HDMI Adapter)",X0035NZ9JR,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900PDZ-x_oIQJ_MBmBjOx0jY7-LN,84.98,"Plugable Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003KJWL33,2023-08-31T20:00:00-04:00,84.98,"{""sharedFormula"":""G962""}"
amzn.gr.USB2-MICRO-250X-Zs9gJwCEfHiPE-VG,21.13,"Plugable USB Digital Microscope with Flexible Arm Observation Stand Compatible with Windows, Mac, Linux (2MP, 250x Magnification)",X002ZZS2E5,2023-08-31T20:00:00-04:00,21.13,"{""sharedFormula"":""G962""}"
amzn.gr.TBT4-UDZ-C89XhdmDmLn6u7wdB9_l-LN,146.05,"Plugable 16-in-1 Thunderbolt 4 Dock with 100W Charging, 4K Quad Monitor Setup for Thunderbolt 4 Windows Laptops, Thunderbolt Certified Dock with 2x HDMI, 2x DisplayPort, 2.5G Ethernet, 7x USB, SD",X003USNFTN,2023-08-31T20:00:00-04:00,146.05,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-MD103-hPcmB2ffCTqsUwhG_I-VG,0,"Plugable USB C to HDMI Multiport Adapter, 3-in-1 USB C Hub with 4K HDMI Output, USB 3.0 and USB-C Charging Port, Compatible with MacBook, Chromebook, Dell XPS, Thunderbolt 3 and More",X003L93TZL,2023-01-05T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900Z-LrFlAS4rRsPihkJeukAc-AC,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003KO3AOR,2022-12-22T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USB3-E1000-wjOHbeRD73ugo_lM-LN,0,"Plugable USB to Ethernet Adapter, USB 3.0 to Gigabit Ethernet, Supports Windows 10, 8.1, 7, XP, Linux, Chrome OS",X003J9QQ85,2022-11-30T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900PDZ-ULaEOVbKO8c_KE5CiZ-AC,0,"Plugable Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003X7H5JR,2023-08-03T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950PDH-SNZj51or9Z_iIizV6v-GD,0,"Plugable 13-in-1 USB C Docking Station Dual Monitor, 100W Charging, Dual 4K Displays 2X HDMI or 2X DisplayPort, Compatible with Mac, Windows, Thunderbolt 3/4, USB-C (5X USB, Ethernet, SD Card Reader",X003V90TZT,2023-07-17T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950Z-3aA02WHnIC5H9a8pu8jf-AC,0,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical Black",X003X00JVP,2023-08-10T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-ZtB2OogtNvXp0toVlSf-AC,117.49,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003KN9GMX,2023-08-31T20:00:00-04:00,117.49,"{""sharedFormula"":""G962""}"
amzn.gr.DP-HDMI-K8W--t4-3djnEhCfaN9-LN,0,"Plugable Active DisplayPort to HDMI Adapter - Connect Any DisplayPort-Enabled PC or Tablet to an HDMI Enabled Monitor, TV or Projector for Ultra-HD Video Streaming (HDMI 2.0 up to 4K 3840x2160 @60Hz)",X003I9E683,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950Z-Lr_pCzR6xA1zeWbqE4N--VG,69.94,"Plugable USB 3.0 and USB-C Dual 4K Display Docking Station with DisplayPort and HDMI for Windows and Mac (Dual 4K DisplayPort & HDMI, Gigabit Ethernet, Audio, 6 USB Ports) Vertical Black",X003V4CSKX,2023-08-31T20:00:00-04:00,69.94,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900PDZ-yV_sEYw_Y_tuQTt_ey-AC,0,"Plugable USB C Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3X HDMI, 6X USB Ports, 60W USB PD)",X003SZP3ON,2023-04-27T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-HUB7BC-wieD5-FlfoDO2wtq3-LN,0,"Plugable 7-in-1 USB Powered Hub for Laptops with USB-C or USB 3.0 - USB Power Station for Multiple Devices and USB Data Transfer with a 60W Power Adapter, Driverless",X003SW1BDD,2023-05-11T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UDS-7IN1-_Ck8mza_CgURDB3DdeS7-LN,24.68,"Plugable 8-in-1 USB C Hub for iPad with Stand, 100W Pass-Through Charging, USB C Docking Station for iPad, 1x HDMI, 2X USB, Audio, SD, Driverless, Compatible with Windows, iPadOS, Phones, Tablets",X003QTENIX,2023-08-31T20:00:00-04:00,24.68,"{""sharedFormula"":""G962""}"
amzn.gr.UD-CUBE-15W-HTiFmIkGFqLAW3S6F-AC,0,"Plugable Phone Cube Compatible with Samsung Galaxy Note 9, S9, S9 Plus, S8, S8 Plus, S10, Tab S5e - Driverless, Transforms Your USB C Phone to a Desktop with HDMI, USB and Ethernet",X003VF3LFN,2023-07-20T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950PDH-2ZWV0S9vhWXE65YjMR-LN,109.2,"Plugable 13-in-1 USB C Docking Station Dual Monitor, 100W Charging, Dual 4K Displays 2X HDMI or 2X DisplayPort, Compatible with Mac, Windows, Thunderbolt 3/4, USB-C (5X USB, Ethernet, SD Card Reader",X003KXOYHP,2023-09-14T20:00:00-04:00,109.2,"{""sharedFormula"":""G962""}"
UD-3900PDH,99.36,"Plugable 14-in-1 USB-C Triple Monitor Docking Station with 100W Charging - DisplayLink Dock with 3X HDMI, Compatible with Windows, Mac, Chromebooks (Ethernet, Audio, 5X USB, microSD & SD Card)",B0BRDCB1CN,2023-09-28T20:00:00-04:00,99.36,"{""sharedFormula"":""G962""}"
"amzn.gr.""UD-6950H""-GubXCfe-LDJJZfx_dT-AC",0,,,2022-12-15T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-LKYUIG8FQToHIJcvm-LN,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003G1LSE3,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
"amzn.gr.""USBC-6950U""-J_ztxR6A1-irJbYj-VG",0,,,2022-10-13T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-mjU3JPjKpsRh0hdG62b-VG,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003LTGR37,2023-01-12T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
"amzn.gr.""USBC-6950U""-U5CPbYQbrRVXxkOQ-LN",54.82,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003HAZ7WR,2023-08-31T20:00:00-04:00,54.82,"{""sharedFormula"":""G962""}"
"amzn.gr.""UD-6950Z""-qfXxk06QbQ8uhlChMr-LN",0,,,2022-11-24T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900Z-vtr6G8mMhUj7fhsitRDo-GD,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003S7KOWH,2023-04-13T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
"amzn.gr.""UD-6950H""-JhrrWP-BOjoa0y6Vz--VG",0,,,2022-11-03T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900H-EEZICoa4k8Y4tGVUsqal-GD,0,"Plugable USB 3.0 Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X0036CVKMR,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950H-AMuprEterDPnxtH4Rg-VG,0,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports",X003GFVAXN,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900-aHvER76Vy5k9-sbWAek-LN,0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports)",X003K6VHSL,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.TBT4-40G2M-2wCiYiOO9_f6QfOY-LN,0,"Plugable Thunderbolt 4 Cable [Thunderbolt Certified] 6.6ft USB4 Cable with 100W Charging, Single 8K or Dual 4K Displays, 40Gbps Data Transfer, Compatible with Thunderbolt 4, USB4, Thunderbolt 3, USB-C",X003DH49CX,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-7IN1-xvyWXKPc0Ahvtwg43MR-VG,0,"Plugable USB-C Hub 7-in-1, USB C Hub Compatible with Mac, Windows, Chromebook, USB4, Thunderbolt 4, and More (4K HDMI, 3 USB 3.0, SD & microSD Card Reader, 87W Charging)",X003SQDSHL,2023-05-04T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USB-BT5-Y0ww3i-rKGh9bC2n0CeEv-VG,3.85,"Plugable USB Bluetooth Adapter for PC, Bluetooth 5.0 Dongle Compatible with Windows, Add 7 Devices: Headphones, Speakers, Keyboard, Mouse, Printer and More",X003YGN7X5,2023-09-07T20:00:00-04:00,3.85,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-768H4-2Zb64wM4TjubM-YLd_-PO,58.36,"Plugable 4 HDMI Multi Monitor Adapter, USB 3.0 or USB C to HDMI Adapter, Compatible with Windows and Mac, Quad Adapter Supports 1920x1080@60Hz",X003U8AVSV,2023-08-31T20:00:00-04:00,58.36,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-6950U-V2Qv4ff0EY-zFquA-LN,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003HA2X5L,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.TBT4-UDZ-dHpP9ZPmVicQ1lnarN-L-GD,0,"Plugable 16-in-1 Thunderbolt 4 Dock with 100W Charging, 4K Quad Monitor Setup for Thunderbolt 4 Windows Laptops, Thunderbolt Certified Dock with 2X HDMI, 2X DisplayPort, 2.5G Ethernet, 7X USB, SD",X003VNE451,2023-07-06T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-m5yRGJfShwLv817qK0k-AC,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003KMJ35T,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
"amzn.gr.""TBT3-UDZ""-fnFdl73IKTMXiQ62jG-AC",0,,,2022-11-10T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-TbkJ2HFZZLP_h6nJSZm-PO,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003L0INFL,2022-12-31T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-KkWUtkqSAYLHtP7FI-LN,0,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3 / 4, USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003FITHRR,2023-01-31T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.TBT3-UDZ-u53QeGFx0b8Bi3m69k3X-LN,0,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD, Driverless",X003N32B13,2023-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900H-VmR_JwUbMvrWvHAfQX-VG,0,"Plugable USB 3.0Â Universal Laptop Docking Station for Windows and Mac (Dual Monitor: HDMI and DVI/HDMI/VGA, Gigabit Ethernet, Audio, 6 USB Ports) - Horizontal",X003ENWHL1,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.&quot;USBC-6950U&quot;-J_ztxR6A1-irJbYj-LN,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac",X003DKL1ZX,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
"amzn.gr.""USB2-MICRO-250X""-NyNoPkkLPp3-LN",0,,,2023-02-16T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950PDH-WTF9ObgnojNVfw4OfT-LN,109.2,"Plugable 13-in-1 USB C Docking Station Dual Monitor, 100W Charging, Dual 4K Displays 2X HDMI or 2X DisplayPort, Compatible with Mac, Windows, Thunderbolt 3/4, USB-C (5X USB, Ethernet, SD Card Reader",X003WJ1R6N,2023-08-31T20:00:00-04:00,109.2,"{""sharedFormula"":""G962""}"
amzn.gr.UD-6950H-sur_zavAIjjcfDTa_Ebq-VG,0,"Plugable Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports",X0032AXAWL,2022-07-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900Z-wT1xOdntC66SDvGhwcm8-AC,63.88,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003YVYIXD,2023-09-14T20:00:00-04:00,63.88,"{""sharedFormula"":""G962""}"
amzn.gr.USB2-MICRO-250X-ImIWaZPo8yU6i-VG,0,"Plugable USB Digital Microscope with Flexible Arm Observation Stand Compatible With Windows, Mac, Linux (2MP, 250x Magnification)",X002ZYV2GL,2022-10-06T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900Z-MJR9kljrc-8iyVwlFnKe-AC,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003N9YAED,2023-05-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-E2500-ReutwZtSYw0mZ46iP7-GD,0,"Plugable 2.5G USB C and USB to Ethernet Adapter, 2-in-1 Adapter Compatible with USB-C Thunderbolt 3 or USB 3.0, USB-C to RJ45 2.5 Gigabit LAN Ethernet, Compatible with Mac and Windows",X003V4D3R5,2023-06-15T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.TBT3-UDZ-sqBumE7KFNkmruwMzn-LN,0,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD",X003IMFAUD,2023-03-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
USB3-3900DHE,34.11,"Plugable USB 3.0 Universal Mini Laptop Docking Station for Windows and Mac (Dual Video HDMI and DVI/VGA, Gigabit Ethernet)",B00G5OAT88,2023-09-21T20:00:00-04:00,34.11,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-E2500-NvvQGSkh4RSWxl0M2K-GD,0,"Plugable 2.5G USB C and USB to Ethernet Adapter, 2-in-1 Adapter Compatible with USB C/Thunderbolt 3 or USB 3.0, USB-C to RJ45 2.5 Gigabit LAN Compatible with Mac and Windows",X003BFR7RL,2022-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900PDZ-GMKLZtSP0JgXzbFs-VG,0,"Plugable USB C Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3x HDMI, 6x USB Ports, 60W USB PD)",X003FIA6E5,2022-10-31T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.TBT4-40G1M-Tb1-cFg9qPIMLH24Ba-PO,0,"Plugable Thunderbolt 4 Cable [Thunderbolt Certified] 3.2ft USB4 Cable with 100W Charging, Single 8K or Dual 4K Displays, 40Gbps Data Transfer, Compatible with Thunderbolt 4, USB4, Thunderbolt 3, USB-C",X003P2XBPR,2023-01-31T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.UD-ULTC4K-qwaWMjT9ajw7YunXpII-LN,117.49,"Plugable 4K USB C Docking Station Triple Monitor with 100W Power Delivery, USB C Dock for Thunderbolt 3/4, and USB-C Windows and Mac (3X HDMI and 3X DisplayPort, 1x USB-C, 4X USB 3.0, SD Card Reader)",X003UIC8YL,2023-09-07T20:00:00-04:00,117.49,"{""sharedFormula"":""G962""}"
amzn.gr.TBT3-UDZ-srOG-zZZa2xW4ZZdA9YN-LN,137.23,"Plugable 14-in-1 USB-C and Thunderbolt Dock - 40Gbps with 96W Charging, Compatible with Mac and Windows, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD, Driverless",X003KIZ1EF,2023-08-31T20:00:00-04:00,137.23,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-MD103-96W8bwQQ3ucTUmn-vQ-LN,13.1,"Plugable USB C to HDMI Multiport Adapter, Driverless 3-in-1 USB C Hub with 4K HDMI Output, USB 3.0 and USB-C Charging Port, Compatible with MacBook, Chromebook, Dell XPS, Thunderbolt 3 and More",X003PSXB51,2023-08-31T20:00:00-04:00,13.1,"{""sharedFormula"":""G962""}"
amzn.gr.UD-3900Z-9XusdjUkoUPbukGymvpr-LN,0,"Plugable USB 3.0 and USB-C Universal Laptop Docking Station for Windows and Mac (Dual Video HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",X003VWOE2F,2023-07-06T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-6950UE-DfU_0zf_srNI-hN-c-LN,55.73,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003P4GTTP,2023-09-07T20:00:00-04:00,55.73,"{""sharedFormula"":""G962""}"
amzn.gr.USBC-6950UE-YYbsiMXHMUpUsB387-GD,0,"Plugable 4K DisplayPort and HDMI Dual Monitor Adapter with Ethernet for USB 3.0 and USB-C, Compatible with Windows and Mac",X003TSZU2T,2023-06-30T20:00:00-04:00,0,"{""sharedFormula"":""G962""}"
amzn.gr.USB-EASY-TRAN-tjKGClU1kFtn7s0-AC,0,"Plugable USB 2.0 Transfer Cable, Unlimited Use, Transfer Data Between 2 Windows PC's, Compatible with Windows 11, 10, 7, XP, Bravura Easy Computer Sync Software Included",X003QI686T,2023-03-02T19:00:00-05:00,0,"{""sharedFormula"":""G962""}"
